9,Gemella morbillorum,0.03024,0.00069,0.00568,0.0,0.1242,0.0,0.0,0.00403,0.0,0.0,0.0,0.0,0.0,0.03648,0.04125,0.0,0.0,0.0,0.00305,0.0,0.02852,0.0,0.02338,0.0,0.01303,0.0,0.01212,0.0,0.0,0.0,0.0,0.0,0.0,0.10655,0.05494,0.0,0.01176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15218,0.02024,0.0,0.30696,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.00099,0.0,0.0,0.02135,0.0,0.01273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01853,0.00364,0.0,0.0,0.0,0.01167,0.0,0.0,0.0,0.03391,0.0,0.0,0.0,0.0,0.0,0.00499,0.0,0.0,0.0,0.0,0.0,0.0,0.01318,0.05927,0.0,Gemella
10,Selenomonas noxia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Selenomonas
11,Ruminococcus bromii,0.12108,0.0,0.0,10.27177,9.68631,0.7037,0.0,0.0,0.0,3.77784,0.0,3.74848,0.0,0.0,8.64994,0.00206,0.0,5.57508,0.0,13.6429,0.0,0.0026,0.0,0.0,0.0,6.4578,5.0032,0.0,1.52752,0.0,0.0,0.0,3.76878,0.0,4.48646,0.0,1.66995,0.0,0.26253,2.16737,0.04758,8.90669,3.22496,0.0,5.64259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00318,0.0,2.45467,0.0,0.12115,3.0708,1.78219,0.04632,0.0,0.0,0.0,0.0,0.23968,0.0,7.05792,0.84938,0.0,1.0061,3.16199,0.0,0.0,0.0,0.00339,0.0,0.0,0.00704,0.0,0.0,0.0,0.0,3.92221,0.0,0.0,0.0,0.0,0.0,0.0,0.16946,0.0,0.0,1.08274,3.45153,0.0,0.31256,2.9238,0.13417,0.0,0.0,5.13903,0.0,0.0,0.2052,0.0,1.75741,0.0,1.33321,0.0,3.66026,Ruminococcus
12,Prevotella multiformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prevotella
13,Slackia piriformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01456,0.0,0.0,0.0,0.0,0.08862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05781,0.0,0.0,0.0,0.0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Slackia
14,Cellulophaga unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cellulophaga
15,Clostridium sordellii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05957,0.0,0.0,0.0,0.0,0.0,Clostridium
16,Veillonella sp 6 1 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18957,0.0,0.0,0.0,0.0,0.0,0.0,Veillonella
17,Clostridium clostridioforme,0.31198,0.00288,0.0,0.0,0.00649,0.0,0.00982,0.0,0.00104,0.03747,0.0,0.0,0.01552,0.00579,0.01615,0.0,0.0,0.0,0.01711,0.01211,0.0,0.00434,0.0,0.01157,0.0103,0.11185,0.0,0.0,0.01455,0.65363,0.00051,0.03597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05634,0.0,0.08771,0.0,0.0,0.0,0.0,0.0,0.04721,0.0,0.0,0.84975,0.15122,0.0,0.0,0.0836,0.20513,0.0,0.0,0.05175,0.0,0.04503,0.0,0.0,0.0,0.4614,0.0,0.00079,0.0,0.03314,0.0,0.0,0.0,0.44893,0.01392,0.35364,0.0,0.0,0.02026,0.04876,0.0,0.0,0.36781,0.00497,0.00551,0.12575,0.0,0.0,0.0,0.0,0.0,0.11165,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.0,0.0,Clostridium
18,Butyricicoccus pullicaecorum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Butyricicoccus
19,Pseudoramibacter alactolyticus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pseudoramibacter
20,Lactobacillus salivarius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0,0.00756,0.0,0.0,0.14329,0.0,0.0,0.0,0.0,0.0,0.25655,0.2568,2.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04448,0.02407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01084,0.0,0.0,1.32291,0.0,0.0,0.00599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10846,0.0,0.0,0.0,0.0,0.3987,0.0,0.0,0.0,0.16,0.0,0.0,Lactobacillus
21,Alistipes putredinis,0.60068,7.94873,3.77825,0.0,0.00056,0.10487,2.58469,2.00102,3.78615,2.43928,1.73668,2.1628,0.0,0.01948,13.31308,0.0,0.04161,3.60894,0.0,0.02783,0.0,4.20085,0.61781,1.09202,1.39273,3.54763,2.48673,0.03917,12.70144,0.0,0.0,1.28359,4.39181,2.75913,0.0,2.15714,0.01517,0.2676,5.14247,0.01063,1.28512,3.7806,1.44205,0.99919,8.4425,0.0,0.0,0.22812,0.67583,0.39688,0.3128,0.0,0.00836,0.20408,5.87002,1.79898,0.0,6.65909,0.0,1.03587,3.14306,3.80661,6.44274,1.3259,5.04124,0.0,7.21606,0.0,0.05365,1.07472,0.0,2.89806,0.0,0.0,0.03746,0.0,1.36713,0.0,0.0,0.0,3.8261,0.10056,3.01575,3.89971,1.49171,0.0,0.0,0.0,0.0,4.24734,0.82188,0.0,0.0,4.82061,0.01601,9.47085,0.0,0.0,2.84843,3.35773,0.0,14.24768,0.0,3.93052,0.0,1.20092,0.01419,0.0,3.82552,0.3312,7.10587,Alistipes
22,Prevotella histicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,0.0,0.02077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prevotella
23,Porphyromonas gingivalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Porphyromonas
24,Propionibacterium acnes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Propionibacterium
25,Bifidobacterium pseudolongum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bifidobacterium
26,Enterococcus gallinarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enterococcus
27,Leuconostoc lactis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1229,0.0,0.0,0.0,0.03534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04857,0.0,0.0,0.0,0.0,0.0,0.05816,0.00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leuconostoc
