,metabolite_id,metabolite_name_x,cross_feeeding_health,produced_by_health,consumed_by_health,produced_count_health,consumed_count_health,MES_health,metabolite_name_y,cross_feeeding_CRC,produced_by_CRC,consumed_by_CRC,produced_count_CRC,consumed_count_CRC,MES_CRC,MES_diff
427,gthrd_medium,Reduced glutathione,True,"['Faecalibacterium', 'Ruminococcus', 'Eubacterium', 'Lachnospiraceae']","['Faecalibacterium', 'Ruminococcus', 'Eubacterium', 'Lachnospiraceae']",4.0,4.0,4.0,Reduced glutathione,True,"['Eubacterium', 'Lachnospiraceae', 'Ruminococcus', 'Faecalibacterium', 'Coprococcus']","['Eubacterium', 'Paraprevotella', 'Lachnospiraceae', 'Ruminococcus', 'Faecalibacterium', 'Coprococcus']",5.0,6.0,5.454545454545454,-1.4545454545454541
420,cholate_medium,Cholate,True,"['Barnesiella', 'Bifidobacterium', 'Bacteroides', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Roseburia', 'Alistipes']","['Escherichia', 'Collinsella', 'Ruminococcus']",13.0,3.0,4.875,Cholate,True,"['Dorea', 'Eubacterium', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Bacteroides', 'Fusobacterium', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella', 'Coprococcus']","['Escherichia', 'Collinsella', 'Ruminococcus', 'Coprococcus']",15.0,4.0,6.315789473684211,-1.4407894736842106
12,gly_medium,Glycine,True,"['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Akkermansia']","['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Akkermansia']",25.0,22.0,23.404255319148938,Glycine,True,"['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Klebsiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']",27.0,23.0,24.84,-1.4357446808510623
367,glyc3p_medium,Glycerol 3-phosphate,True,"['Barnesiella', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia']","['Barnesiella', 'Subdoligranulum', 'Bifidobacterium', 'Sutterella', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium']",5.0,13.0,7.222222222222222,Glycerol 3-phosphate,True,"['Odoribacter', 'Escherichia', 'Haemophilus', 'Klebsiella', 'Barnesiella', 'Veillonella']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Clostridium', 'Fusobacterium', 'Subdoligranulum', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Bifidobacterium', 'Klebsiella', 'Barnesiella', 'Coprococcus', 'Veillonella']",6.0,15.0,8.571428571428571,-1.3492063492063489
115,pi_medium,hydrogenphosphate,True,"['Barnesiella', 'Bifidobacterium', 'Sutterella', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Ruminococcus', 'Clostridium']","['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Acidaminococcus', 'Akkermansia']",10.0,27.0,14.594594594594595,hydrogenphosphate,True,"['Escherichia', 'Paraprevotella', 'Clostridium', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Bifidobacterium', 'Klebsiella', 'Barnesiella', 'Veillonella', 'Dialister']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']",11.0,28.0,15.794871794871796,-1.2002772002772009
119,glc_D_medium,D-glucose,True,"['Faecalibacterium', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Klebsiella', 'Dorea', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia']","['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Acidaminococcus', 'Akkermansia']",10.0,23.0,13.93939393939394,D-glucose,True,"['Dorea', 'Eubacterium', 'Bacteroides', 'Megamonas', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Klebsiella', 'Parabacteroides', 'Coprococcus', 'Streptococcus']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Haemophilus', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Streptococcus']",11.0,24.0,15.085714285714285,-1.146320346320346
341,arg_L_medium,L-argininium(1+),True,"['Bacteroides', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Clostridium', 'Parabacteroides', 'Acidaminococcus']","['Bacteroides', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Clostridium', 'Fusobacterium', 'Parabacteroides', 'Alistipes', 'Acidaminococcus']",7.0,11.0,8.555555555555555,L-argininium(1+),True,"['Odoribacter', 'Escherichia', 'Clostridium', 'Bacteroides', 'Haemophilus', 'Klebsiella', 'Parabacteroides', 'Coprococcus']","['Odoribacter', 'Escherichia', 'Clostridium', 'Collinsella', 'Bacteroides', 'Fusobacterium', 'Haemophilus', 'Alistipes', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Coprococcus']",8.0,12.0,9.6,-1.0444444444444443
421,gthox_medium,Oxidized glutathione,True,"['Faecalibacterium', 'Ruminococcus', 'Eubacterium', 'Lachnospiraceae']","['Faecalibacterium', 'Barnesiella', 'Ruminococcus', 'Eubacterium', 'Lachnospiraceae', 'Alistipes']",4.0,6.0,4.8,Oxidized glutathione,True,"['Eubacterium', 'Lachnospiraceae', 'Ruminococcus', 'Faecalibacterium', 'Coprococcus']","['Eubacterium', 'Lachnospiraceae', 'Ruminococcus', 'Alistipes', 'Faecalibacterium', 'Barnesiella', 'Coprococcus']",5.0,7.0,5.833333333333333,-1.0333333333333332
312,melib_medium,Melibiose,True,"['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Klebsiella', 'Dorea', 'Ruminococcus', 'Fusobacterium', 'Eubacterium']","['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Bacteroides', 'Klebsiella', 'Dorea', 'Ruminococcus', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Roseburia']",8.0,11.0,9.263157894736842,Melibiose,True,"['Dorea', 'Eubacterium', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Faecalibacterium', 'Klebsiella', 'Coprococcus']","['Dorea', 'Eubacterium', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Klebsiella', 'Parabacteroides', 'Coprococcus']",9.0,12.0,10.285714285714286,-1.022556390977444
24,val_L_medium,L-valine,True,"['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Bacteroides', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Clostridium', 'Fusobacterium', 'Parabacteroides', 'Streptococcus', 'Lachnospiraceae', 'Phascolarctobacterium', 'Acidaminococcus']","['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Escherichia', 'Collinsella', 'Clostridium', 'Fusobacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Acidaminococcus']",16.0,21.0,18.16216216216216,L-valine,True,"['Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Haemophilus', 'Faecalibacterium', 'Bifidobacterium', 'Klebsiella', 'Parabacteroides', 'Veillonella', 'Streptococcus']","['Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Klebsiella', 'Parabacteroides', 'Veillonella', 'Dialister', 'Streptococcus']",17.0,22.0,19.17948717948718,-1.0173250173250175
433,indole_medium,Indole,True,"['Sutterella', 'Escherichia', 'Alistipes', 'Akkermansia']","['Sutterella', 'Escherichia', 'Akkermansia']",4.0,3.0,3.4285714285714284,Indole,True,"['Odoribacter', 'Escherichia', 'Sutterella', 'Alistipes', 'Coprococcus']","['Odoribacter', 'Escherichia', 'Sutterella', 'Coprococcus']",5.0,4.0,4.444444444444445,-1.0158730158730163
11,glu_L_medium,L-glutamate(1-),True,"['Faecalibacterium', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Streptococcus', 'Roseburia', 'Alistipes', 'Phascolarctobacterium', 'Acidaminococcus']","['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Acidaminococcus', 'Akkermansia']",22.0,26.0,23.833333333333332,L-glutamate(1-),True,"['Dorea', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Veillonella', 'Dialister', 'Streptococcus']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']",23.0,27.0,24.84,-1.0066666666666677
8,lys_L_medium,L-lysinium(1+),True,"['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Phascolarctobacterium', 'Acidaminococcus', 'Akkermansia']","['Faecalibacterium', 'Barnesiella', 'Subdoligranulum', 'Megamonas', 'Bifidobacterium', 'Sutterella', 'Bacteroides', 'Dialister', 'Veillonella', 'Klebsiella', 'Haemophilus', 'Prevotella', 'Escherichia', 'Collinsella', 'Dorea', 'Ruminococcus', 'Clostridium', 'Fusobacterium', 'Eubacterium', 'Parabacteroides', 'Streptococcus', 'Roseburia', 'Lachnospiraceae', 'Alistipes', 'Phascolarctobacterium', 'Acidaminococcus', 'Akkermansia']",24.0,27.0,25.41176470588235,L-lysinium(1+),True,"['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Haemophilus', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']","['Dorea', 'Eubacterium', 'Odoribacter', 'Escherichia', 'Paraprevotella', 'Clostridium', 'Collinsella', 'Phascolarctobacterium', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Sutterella', 'Haemophilus', 'Ruminococcus', 'Alistipes', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Klebsiella', 'Parabacteroides', 'Barnesiella', 'Coprococcus', 'Veillonella', 'Dialister', 'Streptococcus']",25.0,28.0,26.41509433962264,-1.0033296337402895
