,flux,reaction,metabolite
EX_glyclt_medium,1e-06,EX_glyclt_medium,glyclt_medium
EX_gsn_medium,1e-06,EX_gsn_medium,gsn_medium
EX_h2o_medium,2.3898874873944873e-05,EX_h2o_medium,h2o_medium
EX_h2s_medium,1.0000000000000002e-06,EX_h2s_medium,h2s_medium
EX_ins_medium,1e-06,EX_ins_medium,ins_medium
EX_leu_L_medium,2.8678383302838494e-06,EX_leu_L_medium,leu_L_medium
EX_lys_L_medium,2.1806541809750454e-06,EX_lys_L_medium,lys_L_medium
EX_o2_medium,1e-06,EX_o2_medium,o2_medium
EX_orn_medium,4.083646239586239e-07,EX_orn_medium,orn_medium
EX_ppi_medium,1e-06,EX_ppi_medium,ppi_medium
EX_rib_D_medium,1e-06,EX_rib_D_medium,rib_D_medium
EX_sT_antigen_medium,1e-06,EX_sT_antigen_medium,sT_antigen_medium
EX_ser_L_medium,4.167452911269592e-06,EX_ser_L_medium,ser_L_medium
EX_tdchola_medium,9.999999999999997e-07,EX_tdchola_medium,tdchola_medium
EX_thr_L_medium,3.3137478847791955e-06,EX_thr_L_medium,thr_L_medium
EX_xyl_D_medium,1e-06,EX_xyl_D_medium,xyl_D_medium
abundance_reaction,7.63962367213791e-06,abundance_reaction,Bacteroides_f_biomass_met
