,metabolite_id,metabolite_name,cross_feeding,produced_by,consumed_by
51,MGlcn12_medium,mucin-type O-glycan No 12,True,"['Lachnospiraceae', 'Ruminococcus']",['Clostridium']
52,MGlcn12_rl_medium,released mucin-type O-glycan No 12,False,['Lachnospiraceae'],[]
53,MGlcn130_medium,mucin-type O-glycan No 130,False,[],['Bacteroides']
54,MGlcn130_rl_medium,released mucin-type O-glycan No 130,False,[],[]
55,MGlcn131_medium,mucin-type O-glycan No 131,False,[],['Lachnospiraceae']
56,MGlcn131_rl_medium,released mucin-type O-glycan No 131,False,[],[]
57,MGlcn137_medium,mucin-type O-glycan No 137,False,[],[]
58,MGlcn137_rl_medium,released mucin-type O-glycan No 137,False,[],[]
59,MGlcn138_medium,mucin-type O-glycan No 138,False,[],[]
60,MGlcn138_rl_medium,released mucin-type O-glycan No 138,False,[],[]
61,MGlcn139_medium,mucin-type O-glycan No 139,False,[],[]
62,MGlcn139_rl_medium,released mucin-type O-glycan No 139,False,[],[]
63,MGlcn13_medium,mucin-type O-glycan No 13,False,['Parabacteroides'],[]
64,MGlcn13_rl_medium,released mucin-type O-glycan No 13,False,['Bacteroides'],[]
65,MGlcn140_medium,mucin-type O-glycan No 140,False,[],[]
66,MGlcn140_rl_medium,released mucin-type O-glycan No 140,False,[],[]
67,MGlcn141_medium,mucin-type O-glycan No 141,False,[],[]
68,MGlcn141_rl_medium,released mucin-type O-glycan No 141,False,[],[]
69,MGlcn142_medium,mucin-type O-glycan No 142,False,[],[]
70,MGlcn142_rl_medium,released mucin-type O-glycan No 142,False,[],[]
71,MGlcn143_medium,mucin-type O-glycan No 143,False,[],[]
72,MGlcn143_rl_medium,released mucin-type O-glycan No 143,False,[],[]
73,MGlcn144_medium,mucin-type O-glycan No 144,False,[],[]
74,MGlcn144_rl_medium,released mucin-type O-glycan No 144,False,[],[]
75,MGlcn145_medium,mucin-type O-glycan No 145,False,[],[]
76,MGlcn145_rl_medium,released mucin-type O-glycan No 145,False,[],[]
77,MGlcn146_medium,mucin-type O-glycan No 146,False,[],[]
78,MGlcn146_rl_medium,released mucin-type O-glycan No 146,False,[],[]
79,MGlcn147_medium,mucin-type O-glycan No 147,False,[],['Lachnospiraceae']
80,MGlcn147_rl_medium,released mucin-type O-glycan No 147,False,[],[]
81,MGlcn148_medium,mucin-type O-glycan No 148,False,[],[]
82,MGlcn148_rl_medium,released mucin-type O-glycan No 148,False,[],[]
83,MGlcn149_medium,mucin-type O-glycan No 149,False,[],[]
84,MGlcn149_rl_medium,released mucin-type O-glycan No 149,False,[],[]
85,MGlcn14_medium,mucin-type O-glycan No 14,False,['Parabacteroides'],[]
86,MGlcn14_rl_medium,released mucin-type O-glycan No 14,False,['Bacteroides'],[]
87,MGlcn150_medium,mucin-type O-glycan No 150,False,[],['Parabacteroides']
88,MGlcn150_rl_medium,released mucin-type O-glycan No 150,False,[],[]
89,MGlcn151_medium,mucin-type O-glycan No 151,False,[],['Parabacteroides']
90,MGlcn151_rl_medium,released mucin-type O-glycan No 151,False,[],[]
91,MGlcn152_medium,mucin-type O-glycan No 152,False,[],['Parabacteroides']
92,MGlcn152_rl_medium,released mucin-type O-glycan No 152,False,[],['Bacteroides']
93,MGlcn153_medium,mucin-type O-glycan No 153,False,[],[]
94,MGlcn153_rl_medium,released mucin-type O-glycan No 153,False,[],[]
95,MGlcn154_medium,mucin-type O-glycan No 154,False,[],[]
96,MGlcn154_rl_medium,released mucin-type O-glycan No 154,False,[],[]
97,MGlcn155_medium,mucin-type O-glycan No 155,False,[],[]
98,MGlcn155_rl_medium,released mucin-type O-glycan No 155,False,[],[]
99,MGlcn156_medium,mucin-type O-glycan No 156,False,[],[]
100,MGlcn156_rl_medium,released mucin-type O-glycan No 156,False,[],[]
101,MGlcn157_medium,mucin-type O-glycan No 157,False,[],[]
102,MGlcn157_rl_medium,released mucin-type O-glycan No 157,False,[],[]
103,MGlcn158_medium,mucin-type O-glycan No 158,False,[],[]
104,MGlcn158_rl_medium,released mucin-type O-glycan No 158,False,[],[]
105,MGlcn159_medium,mucin-type O-glycan No 159,False,[],[]
106,MGlcn159_rl_medium,released mucin-type O-glycan No 159,False,[],[]
107,MGlcn15_medium,mucin-type O-glycan No 15,False,['Bacteroides'],[]
108,MGlcn15_rl_medium,released mucin-type O-glycan No 15,False,['Parabacteroides'],[]
109,MGlcn160_medium,mucin-type O-glycan No 160,False,[],[]
110,MGlcn160_rl_medium,released mucin-type O-glycan No 160,False,[],[]
111,MGlcn161_medium,mucin-type O-glycan No 161,False,[],[]
112,MGlcn161_rl_medium,released mucin-type O-glycan No 161,False,[],[]
113,MGlcn163_medium,mucin-type O-glycan No 163,False,[],[]
114,MGlcn163_rl_medium,released mucin-type O-glycan No 163,False,[],[]
115,MGlcn164_medium,mucin-type O-glycan No 164,False,[],"['Ruminococcus', 'Parabacteroides']"
116,MGlcn164_rl_medium,released mucin-type O-glycan No 164,True,['Ruminococcus'],['Bacteroides']
117,MGlcn165_medium,mucin-type O-glycan No 165,False,[],['Akkermansia']
118,MGlcn165_rl_medium,released mucin-type O-glycan No 165,False,[],[]
119,MGlcn166_medium,mucin-type O-glycan No 166,True,['Akkermansia'],['Dorea']
120,MGlcn166_rl_medium,released mucin-type O-glycan No 166,False,['Bacteroides'],[]
121,MGlcn167_medium,mucin-type O-glycan No 167,False,[],['Bacteroides']
122,MGlcn167_rl_medium,released mucin-type O-glycan No 167,False,[],[]
123,MGlcn168_medium,mucin-type O-glycan No 168,False,[],[]
124,MGlcn168_rl_medium,released mucin-type O-glycan No 168,False,[],['Bacteroides']
125,MGlcn169_medium,mucin-type O-glycan No 169,False,[],[]
126,MGlcn169_rl_medium,released mucin-type O-glycan No 169,False,[],['Bacteroides']
127,MGlcn16_medium,mucin-type O-glycan No 16,False,[],[]
128,MGlcn16_rl_medium,released mucin-type O-glycan No 16,False,[],[]
129,MGlcn170_medium,mucin-type O-glycan No 170,False,[],[]
130,MGlcn170_rl_medium,released mucin-type O-glycan No 170,False,[],[]
131,MGlcn171_medium,mucin-type O-glycan No 171,False,[],[]
132,MGlcn171_rl_medium,released mucin-type O-glycan No 171,False,['Bacteroides'],[]
133,MGlcn172_medium,mucin-type O-glycan No 172,False,[],[]
134,MGlcn172_rl_medium,released mucin-type O-glycan No 172,False,[],[]
135,MGlcn173_medium,mucin-type O-glycan No 173,False,[],[]
136,MGlcn173_rl_medium,released mucin-type O-glycan No 173,False,[],[]
137,MGlcn174_medium,mucin-type O-glycan No 174,True,['Ruminococcus'],['Parabacteroides']
138,MGlcn174_rl_medium,released mucin-type O-glycan No 174,False,[],['Parabacteroides']
139,MGlcn175_medium,mucin-type O-glycan No 175,True,"['Dorea', 'Parabacteroides']",['Clostridium']
140,MGlcn175_rl_medium,released mucin-type O-glycan No 175,False,['Parabacteroides'],[]
141,MGlcn176_medium,mucin-type O-glycan No 176,False,[],['Bacteroides']
142,MGlcn176_rl_medium,released mucin-type O-glycan No 176,False,[],[]
143,MGlcn177_medium,mucin-type O-glycan No 177,False,[],[]
144,MGlcn177_rl_medium,released mucin-type O-glycan No 177,False,[],[]
145,MGlcn178_medium,mucin-type O-glycan No 178,False,[],['Parabacteroides']
146,MGlcn178_rl_medium,released mucin-type O-glycan No 178,False,[],['Bacteroides']
147,MGlcn179_medium,mucin-type O-glycan No 179,False,[],['Bacteroides']
148,MGlcn179_rl_medium,released mucin-type O-glycan No 179,False,[],[]
149,MGlcn180_medium,mucin-type O-glycan No 180,False,['Parabacteroides'],[]
150,MGlcn180_rl_medium,released mucin-type O-glycan No 180,False,[],[]
151,MGlcn181_medium,mucin-type O-glycan No 181,False,[],['Clostridium']
152,MGlcn181_rl_medium,released mucin-type O-glycan No 181,False,[],['Bacteroides']
153,MGlcn182_medium,mucin-type O-glycan No 182,False,[],[]
154,MGlcn182_rl_medium,released mucin-type O-glycan No 182,False,[],[]
155,MGlcn183_medium,mucin-type O-glycan No 183,False,[],['Bacteroides']
156,MGlcn183_rl_medium,released mucin-type O-glycan No 183,False,[],[]
157,MGlcn185_medium,mucin-type O-glycan No 185,True,['Bacteroides'],['Clostridium']
158,MGlcn185_rl_medium,released mucin-type O-glycan No 185,False,[],[]
159,MGlcn186_medium,mucin-type O-glycan No 186,False,[],['Parabacteroides']
160,MGlcn186_rl_medium,released mucin-type O-glycan No 186,False,[],[]
161,MGlcn187_medium,mucin-type O-glycan No 187,False,[],['Lachnospiraceae']
162,MGlcn187_rl_medium,released mucin-type O-glycan No 187,False,[],[]
163,MGlcn188_medium,mucin-type O-glycan No 188,False,[],['Parabacteroides']
164,MGlcn188_rl_medium,released mucin-type O-glycan No 188,False,[],['Parabacteroides']
165,MGlcn189_medium,mucin-type O-glycan No 189,False,"['Lachnospiraceae', 'Parabacteroides']",[]
166,MGlcn189_rl_medium,released mucin-type O-glycan No 189,False,['Parabacteroides'],[]
167,MGlcn18_medium,mucin-type O-glycan No 18,True,"['Dorea', 'Parabacteroides']",['Clostridium']
168,MGlcn18_rl_medium,released mucin-type O-glycan No 18,False,[],[]
169,MGlcn190_medium,mucin-type O-glycan No 190,False,[],['Lachnospiraceae']
170,MGlcn190_rl_medium,released mucin-type O-glycan No 190,False,[],[]
171,MGlcn191_medium,mucin-type O-glycan No 191,False,[],['Parabacteroides']
172,MGlcn191_rl_medium,released mucin-type O-glycan No 191,False,[],[]
173,MGlcn192_medium,mucin-type O-glycan No 192,True,['Clostridium'],['Parabacteroides']
174,MGlcn192_rl_medium,released mucin-type O-glycan No 192,False,[],['Parabacteroides']
175,MGlcn193_medium,mucin-type O-glycan No 193,False,"['Lachnospiraceae', 'Parabacteroides']",[]
176,MGlcn193_rl_medium,released mucin-type O-glycan No 193,False,['Parabacteroides'],[]
177,MGlcn194_medium,mucin-type O-glycan No 194,False,[],[]
178,MGlcn194_rl_medium,released mucin-type O-glycan No 194,False,[],[]
179,MGlcn195_medium,mucin-type O-glycan No 195,False,[],[]
180,MGlcn195_rl_medium,released mucin-type O-glycan No 195,False,[],[]
181,MGlcn196_medium,mucin-type O-glycan No 196,False,[],[]
182,MGlcn196_rl_medium,released mucin-type O-glycan No 196,False,[],[]
183,MGlcn20_medium,mucin-type O-glycan No 20,False,"['Bacteroides', 'Parabacteroides']",[]
184,MGlcn20_rl_medium,released mucin-type O-glycan No 20,False,"['Ruminococcus', 'Parabacteroides']",[]
185,MGlcn21_medium,mucin-type O-glycan No 21,False,[],[]
186,MGlcn21_rl_medium,released mucin-type O-glycan No 21,False,[],[]
187,MGlcn22_medium,mucin-type O-glycan No 22,False,['Akkermansia'],[]
188,MGlcn22_rl_medium,released mucin-type O-glycan No 22,False,['Bifidobacterium'],[]
189,MGlcn23_medium,mucin-type O-glycan No 23,False,[],[]
190,MGlcn23_rl_medium,released mucin-type O-glycan No 23,False,[],[]
191,MGlcn24_medium,mucin-type O-glycan No 24,False,[],[]
192,MGlcn24_rl_medium,released mucin-type O-glycan No 24,False,[],[]
193,MGlcn25_medium,mucin-type O-glycan No 25,False,[],[]
194,MGlcn25_rl_medium,released mucin-type O-glycan No 25,False,[],[]
195,MGlcn26_medium,mucin-type O-glycan No 26,False,[],[]
196,MGlcn26_rl_medium,released mucin-type O-glycan No 26,False,[],[]
197,MGlcn27_medium,mucin-type O-glycan No 27,False,[],[]
198,MGlcn27_rl_medium,released mucin-type O-glycan No 27,False,[],[]
199,MGlcn28_medium,mucin-type O-glycan No 28,False,[],[]
200,MGlcn28_rl_medium,released mucin-type O-glycan No 28,False,[],[]
201,MGlcn29_medium,mucin-type O-glycan No 29,False,[],[]
202,MGlcn29_rl_medium,released mucin-type O-glycan No 29,False,[],[]
203,MGlcn2_medium,mucin-type O-glycan No 2,False,[],['Parabacteroides']
204,MGlcn2_rl_medium,released mucin-type O-glycan No 2,False,[],[]
205,MGlcn30_medium,mucin-type O-glycan No 30,False,[],[]
206,MGlcn30_rl_medium,released mucin-type O-glycan No 30,False,[],[]
207,MGlcn31_medium,mucin-type O-glycan No 31,False,[],[]
208,MGlcn31_rl_medium,released mucin-type O-glycan No 31,False,[],[]
209,MGlcn32_medium,mucin-type O-glycan No 32,False,[],[]
210,MGlcn32_rl_medium,released mucin-type O-glycan No 32,False,[],['Bifidobacterium']
211,MGlcn34_medium,mucin-type O-glycan No 34,False,[],[]
212,MGlcn34_rl_medium,released mucin-type O-glycan No 34,False,[],[]
213,MGlcn35_medium,mucin-type O-glycan No 35,False,[],[]
214,MGlcn35_rl_medium,released mucin-type O-glycan No 35,False,[],[]
215,MGlcn36_medium,mucin-type O-glycan No 36,False,[],[]
216,MGlcn36_rl_medium,released mucin-type O-glycan No 36,False,[],[]
217,MGlcn39_medium,mucin-type O-glycan No 39,False,[],[]
218,MGlcn39_rl_medium,released mucin-type O-glycan No 39,False,[],['Akkermansia']
219,MGlcn3_medium,mucin-type O-glycan No 3,False,[],['Lachnospiraceae']
220,MGlcn3_rl_medium,released mucin-type O-glycan No 3,False,[],[]
221,MGlcn40_medium,mucin-type O-glycan No 40,False,[],[]
222,MGlcn40_rl_medium,released mucin-type O-glycan No 40,False,[],[]
223,MGlcn41_medium,mucin-type O-glycan No 41,False,[],[]
224,MGlcn41_rl_medium,released mucin-type O-glycan No 41,False,[],[]
225,MGlcn42_medium,mucin-type O-glycan No 42,False,[],[]
226,MGlcn42_rl_medium,released mucin-type O-glycan No 42,False,[],[]
227,MGlcn45_medium,mucin-type O-glycan No 45,False,[],[]
228,MGlcn45_rl_medium,released mucin-type O-glycan No 45,False,[],[]
229,MGlcn46_medium,mucin-type O-glycan No 46,False,[],[]
230,MGlcn46_rl_medium,released mucin-type O-glycan No 46,False,['Parabacteroides'],[]
231,MGlcn48_medium,mucin-type O-glycan No 48,False,[],['Parabacteroides']
232,MGlcn48_rl_medium,released mucin-type O-glycan No 48,False,[],['Parabacteroides']
233,MGlcn4_medium,mucin-type O-glycan No 4,False,[],['Parabacteroides']
234,MGlcn4_rl_medium,released mucin-type O-glycan No 4,False,[],[]
235,MGlcn51_medium,mucin-type O-glycan No 51,True,['Clostridium'],"['Akkermansia', 'Parabacteroides']"
236,MGlcn51_rl_medium,released mucin-type O-glycan No 51,False,[],[]
237,MGlcn53_medium,mucin-type O-glycan No 53,True,['Lachnospiraceae'],['Clostridium']
238,MGlcn53_rl_medium,released mucin-type O-glycan No 53,False,[],['Bacteroides']
239,MGlcn55_medium,mucin-type O-glycan No 55,False,[],[]
240,MGlcn55_rl_medium,released mucin-type O-glycan No 55,False,[],[]
241,MGlcn56_medium,mucin-type O-glycan No 56,False,[],[]
242,MGlcn56_rl_medium,released mucin-type O-glycan No 56,False,[],[]
243,MGlcn57_medium,mucin-type O-glycan No 57,False,"['Lachnospiraceae', 'Bacteroides']",[]
244,MGlcn57_rl_medium,released mucin-type O-glycan No 57,False,[],[]
245,MGlcn58_medium,mucin-type O-glycan No 58,False,[],[]
246,MGlcn58_rl_medium,released mucin-type O-glycan No 58,False,['Parabacteroides'],[]
247,MGlcn5_medium,mucin-type O-glycan No 5,True,['Bifidobacterium'],['Parabacteroides']
248,MGlcn5_rl_medium,released mucin-type O-glycan No 5,False,[],[]
249,MGlcn61_medium,mucin-type O-glycan No 61,False,[],[]
250,MGlcn61_rl_medium,released mucin-type O-glycan No 61,False,['Lachnospiraceae'],[]
251,MGlcn64_medium,mucin-type O-glycan No 64,False,[],['Parabacteroides']
252,MGlcn64_rl_medium,released mucin-type O-glycan No 64,False,[],[]
253,MGlcn65_medium,mucin-type O-glycan No 65,True,['Lachnospiraceae'],['Parabacteroides']
254,MGlcn65_rl_medium,released mucin-type O-glycan No 65,False,[],['Parabacteroides']
255,MGlcn66_medium,mucin-type O-glycan No 66,False,[],['Dorea']
256,MGlcn66_rl_medium,released mucin-type O-glycan No 66,False,['Lachnospiraceae'],[]
257,MGlcn68_medium,mucin-type O-glycan No 68,False,['Parabacteroides'],[]
258,MGlcn68_rl_medium,released mucin-type O-glycan No 68,False,['Bacteroides'],[]
259,MGlcn69_medium,mucin-type O-glycan No 69,False,[],[]
260,MGlcn69_rl_medium,released mucin-type O-glycan No 69,False,[],[]
261,MGlcn6_medium,mucin-type O-glycan No 6,False,[],[]
262,MGlcn6_rl_medium,released mucin-type O-glycan No 6,True,['Bacteroides'],['Lachnospiraceae']
263,MGlcn70_medium,mucin-type O-glycan No 70,False,[],[]
264,MGlcn70_rl_medium,released mucin-type O-glycan No 70,False,[],[]
265,MGlcn71_medium,mucin-type O-glycan No 71,False,[],[]
266,MGlcn71_rl_medium,released mucin-type O-glycan No 71,False,[],[]
267,MGlcn72_medium,mucin-type O-glycan No 72,False,[],[]
268,MGlcn72_rl_medium,released mucin-type O-glycan No 72,False,[],[]
269,MGlcn73_medium,mucin-type O-glycan No 73,False,[],[]
270,MGlcn73_rl_medium,released mucin-type O-glycan No 73,False,[],[]
271,MGlcn74_medium,mucin-type O-glycan No 74,False,[],[]
272,MGlcn74_rl_medium,released mucin-type O-glycan No 74,False,[],[]
273,MGlcn75_medium,mucin-type O-glycan No 75,False,[],[]
274,MGlcn75_rl_medium,released mucin-type O-glycan No 75,False,[],[]
275,MGlcn77_medium,mucin-type O-glycan No 77,False,[],[]
276,MGlcn77_rl_medium,released mucin-type O-glycan No 77,False,[],[]
277,MGlcn78_medium,mucin-type O-glycan No 78,False,[],[]
278,MGlcn78_rl_medium,released mucin-type O-glycan No 78,False,['Bacteroides'],[]
279,MGlcn79_medium,mucin-type O-glycan No 79,False,[],[]
280,MGlcn79_rl_medium,released mucin-type O-glycan No 79,False,[],[]
281,MGlcn80_medium,mucin-type O-glycan No 80,False,[],[]
282,MGlcn80_rl_medium,released mucin-type O-glycan No 80,False,[],[]
283,MGlcn81_medium,mucin-type O-glycan No 81,False,[],['Parabacteroides']
284,MGlcn81_rl_medium,released mucin-type O-glycan No 81,False,[],['Bacteroides']
285,MGlcn82_medium,mucin-type O-glycan No 82,False,[],[]
286,MGlcn82_rl_medium,released mucin-type O-glycan No 82,False,[],[]
287,MGlcn83_medium,mucin-type O-glycan No 83,False,[],[]
288,MGlcn83_rl_medium,released mucin-type O-glycan No 83,False,[],[]
289,MGlcn84_medium,mucin-type O-glycan No 84,False,[],[]
290,MGlcn84_rl_medium,released mucin-type O-glycan No 84,False,[],[]
291,MGlcn85_medium,mucin-type O-glycan No 85,False,[],[]
292,MGlcn85_rl_medium,released mucin-type O-glycan No 85,False,[],[]
293,MGlcn89_medium,mucin-type O-glycan No 89,False,[],[]
294,MGlcn89_rl_medium,released mucin-type O-glycan No 89,False,[],[]
295,MGlcn90_medium,mucin-type O-glycan No 90,False,[],[]
296,MGlcn90_rl_medium,released mucin-type O-glycan No 90,False,[],[]
297,MGlcn91_medium,mucin-type O-glycan No 91,False,[],[]
298,MGlcn91_rl_medium,released mucin-type O-glycan No 91,False,[],[]
299,MGlcn92_medium,mucin-type O-glycan No 92,False,[],[]
300,MGlcn92_rl_medium,released mucin-type O-glycan No 92,False,[],[]
301,MGlcn93_medium,mucin-type O-glycan No 93,False,[],[]
302,MGlcn93_rl_medium,released mucin-type O-glycan No 93,False,[],[]
303,MGlcn94_medium,mucin-type O-glycan No 94,False,[],[]
304,MGlcn94_rl_medium,released mucin-type O-glycan No 94,False,[],[]
305,MGlcn95_medium,mucin-type O-glycan No 95,False,[],[]
306,MGlcn95_rl_medium,released mucin-type O-glycan No 95,False,[],[]
307,MGlcn96_medium,mucin-type O-glycan No 96,False,[],[]
308,MGlcn96_rl_medium,released mucin-type O-glycan No 96,False,[],[]
309,MGlcn97_medium,mucin-type O-glycan No 97,False,[],[]
310,MGlcn97_rl_medium,released mucin-type O-glycan No 97,False,[],[]
311,MGlcn98_medium,mucin-type O-glycan No 98,False,[],[]
312,MGlcn98_rl_medium,released mucin-type O-glycan No 98,False,[],[]
313,MGlcn99_medium,mucin-type O-glycan No 99,False,[],[]
314,MGlcn99_rl_medium,released mucin-type O-glycan No 99,False,[],[]
315,T_antigen_medium,T antigen (core 1),False,"['Bacteroides', 'Akkermansia']",[]
316,Tn_antigen_medium,Tn antigen,False,"['Clostridium', 'Bacteroides', 'Akkermansia', 'Parabacteroides']",[]
317,ac_medium,acetate,True,"['Clostridium', 'Alistipes', 'Dorea', 'Escherichia', 'Bacteroides', 'Barnesiella', 'Eubacterium', 'Ruminococcus', 'Acidaminococcus', 'Roseburia', 'Akkermansia', 'Veillonella', 'Sutterella', 'Parabacteroides', 'Bifidobacterium', 'Subdoligranulum', 'Prevotella']",['Megamonas']
318,acald_medium,acetaldehyde,True,"['Clostridium', 'Lachnospiraceae', 'Dorea', 'Haemophilus', 'Fusobacterium', 'Bifidobacterium', 'Megamonas']","['Streptococcus', 'Eubacterium', 'Klebsiella']"
319,acgal_medium,N-acetyl-D-galactosamine,False,"['Lachnospiraceae', 'Akkermansia']",[]
320,acgam_medium,N-acetyl-D-glucosamine,True,"['Clostridium', 'Bacteroides']","['Streptococcus', 'Haemophilus', 'Fusobacterium', 'Faecalibacterium', 'Subdoligranulum']"
321,acnam2a6agal_medium,"Alpha-2,6-N-acetylneuraminate-N-acetylgalactosamine",False,[],[]
322,acnam_medium,N-acetylneuraminate,True,"['Lachnospiraceae', 'Bacteroides', 'Akkermansia']","['Clostridium', 'Escherichia', 'Parabacteroides', 'Megamonas']"
323,adn_medium,Adenosine,True,"['Alistipes', 'Escherichia', 'Haemophilus', 'Klebsiella', 'Prevotella']","['Bacteroides', 'Akkermansia', 'Veillonella', 'Parabacteroides']"
324,adocbl_medium,Adenosylcobalamin,False,[],['Veillonella']
325,agal1b3agal_medium,"Beta-1,3-N,N-diacetylgalactosamine",False,[],[]
326,agam1b3agal_medium,"Beta-1,3-N-acetylglucosamine-N-acetylgalactosamine",False,[],[]
327,agam1b6agal_medium,"Beta-1,6-N-acetylglucosamine-N-acetylgalactosamine",False,[],[]
328,ala_L_medium,L-alanine,False,[],"['Clostridium', 'Alistipes', 'Lachnospiraceae', 'Streptococcus', 'Eubacterium', 'Ruminococcus', 'Phascolarctobacterium', 'Acidaminococcus', 'Roseburia', 'Sutterella', 'Klebsiella', 'Collinsella', 'Fusobacterium', 'Faecalibacterium', 'Bifidobacterium', 'Subdoligranulum']"
329,alaasp_medium,L-alanyl-L-aspartate,False,[],['Streptococcus']
330,alagln_medium,L-alanyl-L-glutamine,False,[],['Sutterella']
331,alaglu_medium,L-alanyl-L-glutamate,False,[],['Phascolarctobacterium']
332,alagly_medium,L-alanylglycine,False,[],[]
333,alahis_medium,L-alanyl-L-histidine,False,[],"['Lachnospiraceae', 'Dialister', 'Haemophilus', 'Veillonella', 'Sutterella', 'Klebsiella']"
334,alaleu_medium,L-alanyl-L-leucine,False,[],['Dialister']
335,alathr_medium,L-alanyl-L-threonine,False,[],['Veillonella']
336,alltn_medium,Allantoin,False,[],[]
337,arab_L_medium,L-arabinose,True,['Bifidobacterium'],['Roseburia']
338,arbt_medium,Arbutin,False,[],['Dorea']
339,arg_L_medium,L-argininium(1+),False,[],"['Clostridium', 'Alistipes', 'Escherichia', 'Bacteroides', 'Haemophilus', 'Acidaminococcus', 'Klebsiella', 'Collinsella', 'Parabacteroides', 'Fusobacterium', 'Prevotella']"
340,arsenb_medium,Arsenobetaine,False,[],[]
341,asn_L_medium,L-asparagine,True,"['Lachnospiraceae', 'Barnesiella', 'Streptococcus']","['Clostridium', 'Alistipes', 'Dorea', 'Escherichia', 'Bacteroides', 'Dialister', 'Phascolarctobacterium', 'Haemophilus', 'Akkermansia', 'Veillonella', 'Sutterella', 'Collinsella', 'Fusobacterium', 'Bifidobacterium', 'Subdoligranulum', 'Prevotella', 'Megamonas']"
